strategy,ef_search,shift_sigma,mean_recall,mean_ep_distance,mean_bl_entry_distance,mean_ul_dist_comps,mean_layer1_visits,mean_base_visited,mean_base_dist_comps,mean_candidates_remaining,n_queries
poolAndRewire,100,2.0,0.9685,16004.5798,6638.8762,133.21,35.533,102.743,1634.415,190.122,1000
poolAndRewire,100,3.0,0.9663,16048.5967,6921.4169,132.858,35.208,103.145,1648.537,196.697,1000
poolAndRewire,100,4.0,0.9541,16172.1133,7233.6769,132.26,34.944,103.814,1673.352,203.075,1000
poolAndRewire,100,6.0,0.9403,14645.3039,7927.0606,124.696,34.246,105.675,1741.928,217.51,1000
poolAndRewire,100,8.0,0.898,15277.1048,8818.0737,117.501,31.504,106.67,1810.423,231.56,1000
poolAndRewire,100,10.0,0.8458,15812.823,9902.2753,110.033,29.004,108.103,1894.688,246.267,1000
poolAndRewire,100,12.0,0.7691,16256.8716,11145.7046,102.059,27.132,108.209,1970.823,255.022,1000
poolAndRewire,100,16.0,0.6696,17770.8524,14040.9783,87.578,22.541,106.209,2073.399,262.049,1000
poolAndRewire,200,0.0,0.9897,16155.0451,6401.5303,134.396,35.769,202.189,2866.15,310.248,1000
poolAndRewire,200,1.0,0.988,16040.0627,6446.4977,134.198,35.984,202.94,2882.961,315.487,1000
poolAndRewire,200,2.0,0.983,16004.5798,6638.8762,133.21,35.533,202.444,2893.864,320.202,1000
poolAndRewire,200,3.0,0.9811,16048.5967,6921.4169,132.858,35.208,202.726,2915.909,327.846,1000
poolAndRewire,200,4.0,0.9776,16172.1133,7233.6769,132.26,34.944,204.283,2965.042,339.499,1000
poolAndRewire,200,6.0,0.9653,14645.3039,7927.0606,124.696,34.246,206.495,3064.549,366.286,1000
poolAndRewire,200,8.0,0.9279,15277.1048,8818.0737,117.501,31.504,207.423,3195.703,393.223,1000
poolAndRewire,200,10.0,0.8913,15812.823,9902.2753,110.033,29.004,209.114,3343.541,423.795,1000
poolAndRewire,200,12.0,0.8241,16256.8716,11145.7046,102.059,27.132,207.876,3482.961,443.666,1000
poolAndRewire,200,16.0,0.7485,17770.8524,14040.9783,87.578,22.541,206.525,3758.404,470.929,1000
poolAndRewire,500,0.0,0.9971,16155.0451,6401.5303,134.396,35.769,501.725,6082.62,636.696,1000
poolAndRewire,500,1.0,0.996,16040.0627,6446.4977,134.198,35.984,502.67,6112.865,646.132,1000
poolAndRewire,500,2.0,0.995,16004.5798,6638.8762,133.21,35.533,503.404,6154.882,653.389,1000
poolAndRewire,500,3.0,0.9945,16048.5967,6921.4169,132.858,35.208,504.32,6211.26,666.861,1000
poolAndRewire,500,4.0,0.9887,16172.1133,7233.6769,132.26,34.944,505.008,6290.291,686.997,1000
poolAndRewire,500,6.0,0.981,14645.3039,7927.0606,124.696,34.246,507.667,6489.148,737.997,1000
poolAndRewire,500,8.0,0.9638,15277.1048,8818.0737,117.501,31.504,511.452,6796.423,800.409,1000
poolAndRewire,500,10.0,0.9294,15812.823,9902.2753,110.033,29.004,512.122,7144.586,858.632,1000
poolAndRewire,500,12.0,0.8853,16256.8716,11145.7046,102.059,27.132,513.193,7570.379,917.412,1000
poolAndRewire,500,16.0,0.8238,17770.8524,14040.9783,87.578,22.541,506.729,8249.904,993.054,1000
