condition,epoch,ef,recall,edge_count,lN_attempts,l0_edge_count,lN_edge_count
hybrid_l0_lN,19,128,0.8312,224,,36695.0,224.0
hybrid_l0_lN,20,32,0.5644,244,,37885.0,244.0
hybrid_l0_lN,20,64,0.6952,244,,37885.0,244.0
hybrid_l0_lN,20,128,0.805,244,,37885.0,244.0
hybrid_l0_lN,21,32,0.595,259,,39153.0,259.0
hybrid_l0_lN,21,64,0.7222000000000001,259,,39153.0,259.0
hybrid_l0_lN,21,128,0.8228,259,,39153.0,259.0
hybrid_l0_lN,22,32,0.5855999999999999,275,,40013.0,275.0
hybrid_l0_lN,22,64,0.7058,275,,40013.0,275.0
hybrid_l0_lN,22,128,0.8218000000000001,275,,40013.0,275.0
hybrid_l0_lN,23,32,0.5618,287,,40733.0,287.0
hybrid_l0_lN,23,64,0.6822,287,,40733.0,287.0
hybrid_l0_lN,23,128,0.8040000000000002,287,,40733.0,287.0
hybrid_l0_lN,24,32,0.5844,292,,41347.0,292.0
hybrid_l0_lN,24,64,0.7022,292,,41347.0,292.0
hybrid_l0_lN,24,128,0.8006000000000001,292,,41347.0,292.0
