strategy,ef_search,shift_sigma,mean_recall,mean_ep_distance,mean_bl_entry_distance,mean_ul_dist_comps,mean_layer1_visits,mean_base_visited,mean_base_dist_comps,mean_candidates_remaining,n_queries
poolAndRewire,100,16.0,0.6517,16689.6802,14163.5477,74.847,21.59,107.012,2100.464,270.158,1000
poolAndRewire,200,0.0,0.9882,16053.1529,6293.5412,132.571,37.234,201.894,2864.399,307.584,1000
poolAndRewire,200,1.0,0.9868,15938.3603,6404.982,132.121,37.183,202.022,2871.4,311.822,1000
poolAndRewire,200,2.0,0.986,15903.0673,6627.1918,130.957,36.974,202.525,2892.009,318.288,1000
poolAndRewire,200,3.0,0.9832,15947.2739,6891.811,129.287,35.898,202.895,2916.239,327.575,1000
poolAndRewire,200,4.0,0.9784,16070.9803,7331.0889,126.916,34.991,203.856,2959.195,343.386,1000
poolAndRewire,200,6.0,0.96,16556.8919,8290.5937,124.823,33.432,206.68,3084.325,376.755,1000
poolAndRewire,200,8.0,0.9184,17360.8021,9363.6885,122.968,32.823,207.705,3218.618,407.347,1000
poolAndRewire,200,10.0,0.8739,15333.3933,10329.8532,102.631,30.154,211.095,3399.882,443.265,1000
poolAndRewire,200,12.0,0.8068,15422.3144,11415.976,90.503,26.98,210.203,3557.182,463.834,1000
poolAndRewire,200,16.0,0.7348,16689.6802,14163.5477,74.847,21.59,207.662,3791.426,483.845,1000
poolAndRewire,500,0.0,0.9955,16053.1529,6293.5412,132.571,37.234,501.499,6085.058,634.613,1000
poolAndRewire,500,1.0,0.9958,15938.3603,6404.982,132.121,37.183,502.343,6108.596,640.449,1000
poolAndRewire,500,2.0,0.9959,15903.0673,6627.1918,130.957,36.974,503.094,6147.84,651.323,1000
poolAndRewire,500,3.0,0.9946,15947.2739,6891.811,129.287,35.898,503.846,6206.0,665.877,1000
poolAndRewire,500,4.0,0.9907,16070.9803,7331.0889,126.916,34.991,504.964,6285.922,688.838,1000
poolAndRewire,500,6.0,0.9793,16556.8919,8290.5937,124.823,33.432,508.669,6527.443,748.405,1000
poolAndRewire,500,8.0,0.9522,17360.8021,9363.6885,122.968,32.823,510.863,6854.226,812.976,1000
poolAndRewire,500,10.0,0.9154,15333.3933,10329.8532,102.631,30.154,512.925,7217.927,885.425,1000
poolAndRewire,500,12.0,0.8728,15422.3144,11415.976,90.503,26.98,515.974,7667.386,952.649,1000
poolAndRewire,500,16.0,0.8148,16689.6802,14163.5477,74.847,21.59,508.916,8305.028,1014.242,1000
